Bill_ID,DateTime,Item,SKU,Quantity,Unit_Price,Total_Amount,Payment_Type
BILL00750,2024-03-07 23:04:00,Cold Brew,SKU006,2,200,400,UPI
BILL00751,2024-03-13 03:39:00,Blueberry Muffin,SKU010,2,140,280,Cash
BILL00752,2024-03-26 15:38:00,Cold Brew,SKU006,1,200,200,Cash
BILL00753,2024-01-04 05:15:00,Croissant,SKU009,1,120,120,Wallet
BILL00754,2024-02-14 23:01:00,Caramel Macchiato,SKU004,1,220,220,Wallet
BILL00755,2024-03-19 12:48:00,Caramel Macchiato,SKU004,1,220,220,Wallet
BILL00756,2024-03-23 06:26:00,Blueberry Muffin,SKU010,3,140,420,UPI
BILL00757,2024-02-28 04:13:00,Blueberry Muffin,SKU010,3,140,420,Card
BILL00758,2024-03-07 20:11:00,Croissant,SKU009,4,120,480,Card
BILL00759,2024-03-21 22:46:00,Caffè Latte,SKU001,2,180,360,Cash
BILL00760,2024-01-18 11:53:00,Blueberry Muffin,SKU010,2,140,280,UPI
BILL00761,2024-02-02 09:03:00,Blueberry Muffin,SKU010,4,140,560,Card
BILL00762,2024-01-17 23:01:00,Frappuccino,SKU008,2,250,500,Wallet
BILL00763,2024-03-04 17:58:00,Caramel Macchiato,SKU004,3,220,660,UPI
BILL00764,2024-03-29 07:54:00,Caramel Macchiato,SKU004,3,220,660,Wallet
BILL00765,2024-03-06 19:29:00,Frappuccino,SKU008,3,250,750,Cash
BILL00766,2024-03-04 07:47:00,Frappuccino,SKU008,2,250,500,Card
BILL00767,2024-01-28 18:51:00,Caramel Macchiato,SKU004,1,220,220,Card
BILL00768,2024-03-06 12:39:00,Blueberry Muffin,SKU010,4,140,560,Wallet
BILL00769,2024-03-06 01:03:00,Caramel Macchiato,SKU004,1,220,220,Card
BILL00770,2024-02-03 02:38:00,Caramel Macchiato,SKU004,2,220,440,Cash
BILL00771,2024-01-10 00:36:00,Iced Americano,SKU007,3,160,480,Card
BILL00772,2024-01-19 04:43:00,Mocha,SKU005,3,210,630,Cash
BILL00773,2024-03-04 14:15:00,Cold Brew,SKU006,1,200,200,Card
BILL00774,2024-02-23 21:30:00,Cold Brew,SKU006,3,200,600,UPI
BILL00775,2024-01-16 10:39:00,Cappuccino,SKU002,2,170,340,Cash
BILL00776,2024-01-03 23:15:00,Caffè Latte,SKU001,3,180,540,Cash
BILL00777,2024-03-11 11:26:00,Cappuccino,SKU002,1,170,170,UPI
BILL00778,2024-01-03 23:12:00,Caffè Latte,SKU001,1,180,180,UPI
BILL00779,2024-02-21 23:39:00,Cold Brew,SKU006,3,200,600,UPI
BILL00780,2024-01-17 21:46:00,Mocha,SKU005,3,210,630,Cash
BILL00781,2024-02-25 13:12:00,Croissant,SKU009,4,120,480,Card
BILL00782,2024-02-04 03:01:00,Iced Americano,SKU007,1,160,160,Wallet
BILL00783,2024-02-20 08:01:00,Croissant,SKU009,1,120,120,UPI
BILL00784,2024-02-17 21:35:00,Mocha,SKU005,2,210,420,Cash
BILL00785,2024-01-02 06:32:00,Blueberry Muffin,SKU010,2,140,280,UPI
BILL00786,2024-01-02 11:04:00,Croissant,SKU009,1,120,120,UPI
BILL00787,2024-01-07 00:24:00,Espresso,SKU003,4,150,600,UPI
BILL00788,2024-03-12 18:58:00,Blueberry Muffin,SKU010,4,140,560,Card
BILL00789,2024-02-10 04:16:00,Iced Americano,SKU007,1,160,160,UPI
BILL00790,2024-02-27 03:11:00,Frappuccino,SKU008,2,250,500,Card
BILL00791,2024-02-25 20:25:00,Espresso,SKU003,2,150,300,Card
BILL00792,2024-02-22 15:15:00,Cappuccino,SKU002,3,170,510,Card
BILL00793,2024-02-18 16:08:00,Caffè Latte,SKU001,2,180,360,Wallet
BILL00794,2024-03-01 04:43:00,Blueberry Muffin,SKU010,2,140,280,Cash
BILL00795,2024-02-01 17:10:00,Blueberry Muffin,SKU010,1,140,140,UPI
BILL00796,2024-01-06 22:05:00,Cold Brew,SKU006,3,200,600,Card
BILL00797,2024-03-23 09:11:00,Espresso,SKU003,2,150,300,Wallet
BILL00798,2024-01-30 00:23:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00799,2024-01-22 23:49:00,Cappuccino,SKU002,3,170,510,Cash
BILL00800,2024-03-02 14:42:00,Espresso,SKU003,2,150,300,UPI
BILL00801,2024-03-14 05:05:00,Caramel Macchiato,SKU004,3,220,660,Card
BILL00802,2024-01-23 07:52:00,Cold Brew,SKU006,2,200,400,Card
BILL00803,2024-03-11 05:43:00,Cappuccino,SKU002,4,170,680,UPI
BILL00804,2024-02-15 22:27:00,Caramel Macchiato,SKU004,1,220,220,UPI
BILL00805,2024-03-24 10:02:00,Mocha,SKU005,2,210,420,Cash
BILL00806,2024-02-28 17:35:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00807,2024-03-18 02:16:00,Croissant,SKU009,1,120,120,Wallet
BILL00808,2024-01-04 15:55:00,Croissant,SKU009,4,120,480,UPI
BILL00809,2024-01-07 17:22:00,Espresso,SKU003,1,150,150,Wallet
BILL00810,2024-01-26 23:38:00,Caramel Macchiato,SKU004,2,220,440,Card
BILL00811,2024-03-22 16:39:00,Frappuccino,SKU008,1,250,250,Wallet
BILL00812,2024-01-09 14:48:00,Cappuccino,SKU002,2,170,340,UPI
BILL00813,2024-03-25 17:12:00,Cold Brew,SKU006,4,200,800,Cash
BILL00814,2024-03-01 20:29:00,Frappuccino,SKU008,1,250,250,Cash
BILL00815,2024-01-06 01:11:00,Iced Americano,SKU007,2,160,320,Cash
BILL00816,2024-02-01 11:10:00,Cold Brew,SKU006,4,200,800,UPI
BILL00817,2024-02-19 15:46:00,Frappuccino,SKU008,1,250,250,UPI
BILL00818,2024-03-15 23:42:00,Caffè Latte,SKU001,2,180,360,Cash
BILL00819,2024-01-31 08:37:00,Frappuccino,SKU008,3,250,750,UPI
BILL00820,2024-03-02 07:24:00,Croissant,SKU009,2,120,240,Card
BILL00821,2024-01-05 14:06:00,Espresso,SKU003,4,150,600,UPI
BILL00822,2024-03-05 12:55:00,Caramel Macchiato,SKU004,2,220,440,UPI
BILL00823,2024-03-05 11:48:00,Croissant,SKU009,4,120,480,Card
BILL00824,2024-03-11 02:08:00,Croissant,SKU009,1,120,120,UPI
BILL00825,2024-01-23 02:51:00,Caffè Latte,SKU001,1,180,180,Card
BILL00826,2024-03-29 19:05:00,Iced Americano,SKU007,2,160,320,Card
BILL00827,2024-03-27 21:44:00,Caffè Latte,SKU001,2,180,360,Wallet
BILL00828,2024-03-14 04:34:00,Espresso,SKU003,4,150,600,Card
BILL00829,2024-03-12 04:13:00,Caramel Macchiato,SKU004,1,220,220,Wallet
BILL00830,2024-03-21 21:47:00,Blueberry Muffin,SKU010,4,140,560,Card
BILL00831,2024-03-20 12:16:00,Frappuccino,SKU008,4,250,1000,UPI
BILL00832,2024-01-01 10:30:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00833,2024-01-20 00:28:00,Mocha,SKU005,4,210,840,Cash
BILL00834,2024-01-03 13:56:00,Iced Americano,SKU007,1,160,160,UPI
BILL00835,2024-03-16 21:28:00,Cold Brew,SKU006,2,200,400,UPI
BILL00836,2024-01-19 02:00:00,Iced Americano,SKU007,3,160,480,Card
BILL00837,2024-02-28 13:58:00,Croissant,SKU009,1,120,120,Cash
BILL00838,2024-03-24 16:59:00,Cappuccino,SKU002,4,170,680,UPI
BILL00839,2024-01-25 17:36:00,Espresso,SKU003,4,150,600,UPI
BILL00840,2024-02-02 19:36:00,Blueberry Muffin,SKU010,2,140,280,UPI
BILL00841,2024-03-09 06:21:00,Croissant,SKU009,3,120,360,Cash
BILL00842,2024-02-24 14:13:00,Mocha,SKU005,2,210,420,UPI
BILL00843,2024-03-30 10:57:00,Frappuccino,SKU008,3,250,750,Cash
BILL00844,2024-03-19 09:01:00,Caffè Latte,SKU001,2,180,360,UPI
BILL00845,2024-01-21 15:02:00,Espresso,SKU003,2,150,300,Cash
BILL00846,2024-03-07 20:42:00,Croissant,SKU009,3,120,360,UPI
BILL00847,2024-01-12 05:06:00,Mocha,SKU005,4,210,840,Cash
BILL00848,2024-02-11 01:38:00,Croissant,SKU009,2,120,240,Wallet
BILL00849,2024-02-18 14:19:00,Iced Americano,SKU007,2,160,320,Card
BILL00850,2024-03-20 12:24:00,Cold Brew,SKU006,1,200,200,Wallet
BILL00851,2024-03-12 05:23:00,Iced Americano,SKU007,4,160,640,Wallet
BILL00852,2024-01-02 10:53:00,Mocha,SKU005,1,210,210,Card
BILL00853,2024-01-24 20:37:00,Iced Americano,SKU007,3,160,480,UPI
BILL00854,2024-03-08 21:38:00,Croissant,SKU009,4,120,480,Card
BILL00855,2024-01-12 07:18:00,Cappuccino,SKU002,3,170,510,Card
BILL00856,2024-02-09 03:21:00,Caramel Macchiato,SKU004,1,220,220,Wallet
BILL00857,2024-03-11 20:46:00,Cappuccino,SKU002,4,170,680,Wallet
BILL00858,2024-03-27 16:40:00,Frappuccino,SKU008,4,250,1000,Cash
BILL00859,2024-02-28 02:16:00,Cappuccino,SKU002,2,170,340,Cash
BILL00860,2024-02-02 22:42:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00861,2024-01-26 10:15:00,Blueberry Muffin,SKU010,3,140,420,Cash
BILL00862,2024-03-13 14:29:00,Iced Americano,SKU007,2,160,320,UPI
BILL00863,2024-02-17 09:13:00,Cappuccino,SKU002,2,170,340,UPI
BILL00864,2024-01-22 17:23:00,Caramel Macchiato,SKU004,2,220,440,Card
BILL00865,2024-02-10 10:51:00,Espresso,SKU003,1,150,150,Cash
BILL00866,2024-02-20 05:50:00,Iced Americano,SKU007,2,160,320,Card
BILL00867,2024-03-05 09:14:00,Croissant,SKU009,3,120,360,Wallet
BILL00868,2024-01-02 12:33:00,Frappuccino,SKU008,4,250,1000,Wallet
BILL00869,2024-01-06 11:47:00,Cold Brew,SKU006,3,200,600,Card
BILL00870,2024-03-11 16:46:00,Espresso,SKU003,1,150,150,Card
BILL00871,2024-03-14 17:04:00,Cold Brew,SKU006,1,200,200,Cash
BILL00872,2024-01-05 21:52:00,Caramel Macchiato,SKU004,2,220,440,UPI
BILL00873,2024-03-03 17:41:00,Espresso,SKU003,1,150,150,Cash
BILL00874,2024-01-19 17:28:00,Blueberry Muffin,SKU010,4,140,560,Wallet
BILL00875,2024-01-16 10:10:00,Cold Brew,SKU006,2,200,400,Card
BILL00876,2024-02-23 10:10:00,Espresso,SKU003,2,150,300,UPI
BILL00877,2024-03-15 21:58:00,Blueberry Muffin,SKU010,3,140,420,Wallet
BILL00878,2024-02-09 20:00:00,Blueberry Muffin,SKU010,4,140,560,Card
BILL00879,2024-01-30 05:04:00,Caramel Macchiato,SKU004,2,220,440,Cash
BILL00880,2024-03-22 13:02:00,Blueberry Muffin,SKU010,2,140,280,UPI
BILL00881,2024-02-12 11:42:00,Cold Brew,SKU006,4,200,800,UPI
BILL00882,2024-03-29 11:17:00,Iced Americano,SKU007,4,160,640,Card
BILL00883,2024-01-30 12:15:00,Espresso,SKU003,3,150,450,Wallet
BILL00884,2024-03-22 17:47:00,Caramel Macchiato,SKU004,2,220,440,Card
BILL00885,2024-01-11 16:02:00,Iced Americano,SKU007,2,160,320,Cash
BILL00886,2024-02-14 08:04:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00887,2024-02-22 12:05:00,Frappuccino,SKU008,2,250,500,Card
BILL00888,2024-01-10 13:00:00,Croissant,SKU009,2,120,240,Card
BILL00889,2024-02-26 04:18:00,Iced Americano,SKU007,1,160,160,Card
BILL00890,2024-03-17 00:32:00,Caffè Latte,SKU001,1,180,180,UPI
BILL00891,2024-03-02 18:42:00,Frappuccino,SKU008,3,250,750,Cash
BILL00892,2024-02-03 08:27:00,Frappuccino,SKU008,4,250,1000,Card
BILL00893,2024-03-07 21:12:00,Espresso,SKU003,1,150,150,Wallet
BILL00894,2024-02-28 11:30:00,Caffè Latte,SKU001,4,180,720,Card
BILL00895,2024-01-15 02:29:00,Mocha,SKU005,2,210,420,UPI
BILL00896,2024-02-27 17:44:00,Croissant,SKU009,1,120,120,UPI
BILL00897,2024-01-11 08:39:00,Blueberry Muffin,SKU010,2,140,280,Card
BILL00898,2024-03-22 08:04:00,Cold Brew,SKU006,1,200,200,Card
BILL00899,2024-03-20 11:47:00,Caramel Macchiato,SKU004,3,220,660,UPI
BILL00900,2024-03-30 07:49:00,Caramel Macchiato,SKU004,4,220,880,Card
BILL00901,2024-03-18 20:38:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00902,2024-01-11 20:21:00,Iced Americano,SKU007,2,160,320,UPI
BILL00903,2024-03-21 12:03:00,Espresso,SKU003,2,150,300,Cash
BILL00904,2024-03-07 12:24:00,Mocha,SKU005,1,210,210,Cash
BILL00905,2024-01-08 23:47:00,Croissant,SKU009,2,120,240,Cash
BILL00906,2024-01-19 04:26:00,Caffè Latte,SKU001,4,180,720,Wallet
BILL00907,2024-01-20 23:03:00,Blueberry Muffin,SKU010,3,140,420,Cash
BILL00908,2024-02-11 12:56:00,Iced Americano,SKU007,2,160,320,UPI
BILL00909,2024-02-20 14:13:00,Frappuccino,SKU008,2,250,500,Card
BILL00910,2024-01-21 00:16:00,Mocha,SKU005,4,210,840,Cash
BILL00911,2024-03-08 09:44:00,Blueberry Muffin,SKU010,4,140,560,Wallet
BILL00912,2024-01-02 21:28:00,Cappuccino,SKU002,1,170,170,UPI
BILL00913,2024-03-29 23:48:00,Espresso,SKU003,3,150,450,Cash
BILL00914,2024-02-15 01:54:00,Mocha,SKU005,4,210,840,Card
BILL00915,2024-03-30 16:42:00,Caramel Macchiato,SKU004,2,220,440,Wallet
BILL00916,2024-01-26 18:48:00,Espresso,SKU003,4,150,600,UPI
BILL00917,2024-01-01 10:25:00,Mocha,SKU005,2,210,420,Card
BILL00918,2024-01-17 01:36:00,Caramel Macchiato,SKU004,4,220,880,UPI
BILL00919,2024-02-13 19:24:00,Cappuccino,SKU002,3,170,510,Wallet
BILL00920,2024-03-05 10:14:00,Mocha,SKU005,4,210,840,UPI
BILL00921,2024-02-27 03:57:00,Iced Americano,SKU007,3,160,480,Cash
BILL00922,2024-01-27 21:11:00,Caramel Macchiato,SKU004,3,220,660,Card
BILL00923,2024-02-24 01:18:00,Espresso,SKU003,2,150,300,Wallet
BILL00924,2024-02-26 13:52:00,Cappuccino,SKU002,3,170,510,Cash
BILL00925,2024-02-09 00:08:00,Iced Americano,SKU007,4,160,640,UPI
BILL00926,2024-03-07 03:34:00,Iced Americano,SKU007,2,160,320,Cash
BILL00927,2024-03-14 03:09:00,Cold Brew,SKU006,2,200,400,UPI
BILL00928,2024-01-06 16:40:00,Blueberry Muffin,SKU010,3,140,420,UPI
BILL00929,2024-02-11 14:28:00,Espresso,SKU003,2,150,300,Cash
BILL00930,2024-03-14 07:33:00,Espresso,SKU003,4,150,600,Card
BILL00931,2024-03-05 10:27:00,Blueberry Muffin,SKU010,1,140,140,Card
BILL00932,2024-01-14 02:24:00,Cappuccino,SKU002,1,170,170,Card
BILL00933,2024-01-04 18:34:00,Caffè Latte,SKU001,1,180,180,UPI
BILL00934,2024-02-07 13:17:00,Mocha,SKU005,3,210,630,Card
BILL00935,2024-01-15 23:52:00,Frappuccino,SKU008,3,250,750,Cash
BILL00936,2024-01-04 23:18:00,Cold Brew,SKU006,2,200,400,Card
BILL00937,2024-01-25 04:27:00,Croissant,SKU009,1,120,120,Wallet
BILL00938,2024-03-22 22:58:00,Espresso,SKU003,2,150,300,Card
BILL00939,2024-02-23 15:46:00,Blueberry Muffin,SKU010,3,140,420,UPI
BILL00940,2024-01-24 13:35:00,Espresso,SKU003,3,150,450,Wallet
BILL00941,2024-01-28 10:25:00,Caramel Macchiato,SKU004,4,220,880,Card
BILL00942,2024-03-15 14:28:00,Caramel Macchiato,SKU004,3,220,660,Wallet
BILL00943,2024-03-08 22:11:00,Croissant,SKU009,4,120,480,UPI
BILL00944,2024-02-20 21:37:00,Croissant,SKU009,2,120,240,Card
BILL00945,2024-01-02 13:30:00,Frappuccino,SKU008,1,250,250,Cash
BILL00946,2024-01-26 07:14:00,Frappuccino,SKU008,2,250,500,Wallet
BILL00947,2024-02-13 19:38:00,Cold Brew,SKU006,1,200,200,Card
BILL00948,2024-02-14 18:42:00,Caramel Macchiato,SKU004,1,220,220,Card
BILL00949,2024-01-12 20:21:00,Mocha,SKU005,1,210,210,Card
BILL00950,2024-03-08 06:40:00,Frappuccino,SKU008,4,250,1000,UPI
BILL00951,2024-01-04 11:08:00,Frappuccino,SKU008,3,250,750,Card
BILL00952,2024-03-24 08:44:00,Caffè Latte,SKU001,2,180,360,UPI
BILL00953,2024-02-02 19:03:00,Caramel Macchiato,SKU004,3,220,660,UPI
BILL00954,2024-01-24 08:46:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00955,2024-01-30 01:34:00,Caffè Latte,SKU001,3,180,540,Wallet
BILL00956,2024-02-06 09:52:00,Espresso,SKU003,2,150,300,Wallet
BILL00957,2024-01-17 00:00:00,Espresso,SKU003,1,150,150,UPI
BILL00958,2024-01-19 11:41:00,Croissant,SKU009,4,120,480,UPI
BILL00959,2024-02-19 03:25:00,Cappuccino,SKU002,4,170,680,Cash
BILL00960,2024-01-20 09:23:00,Iced Americano,SKU007,2,160,320,Card
BILL00961,2024-03-22 16:16:00,Espresso,SKU003,4,150,600,Card
BILL00962,2024-03-30 05:51:00,Blueberry Muffin,SKU010,4,140,560,Cash
BILL00963,2024-03-05 10:01:00,Blueberry Muffin,SKU010,4,140,560,UPI
BILL00964,2024-01-31 10:52:00,Croissant,SKU009,4,120,480,UPI
BILL00965,2024-02-13 15:51:00,Caffè Latte,SKU001,1,180,180,Wallet
BILL00966,2024-03-18 23:30:00,Blueberry Muffin,SKU010,3,140,420,Cash
BILL00967,2024-03-06 11:09:00,Cappuccino,SKU002,2,170,340,UPI
BILL00968,2024-03-15 07:56:00,Frappuccino,SKU008,2,250,500,UPI
BILL00969,2024-02-20 17:24:00,Cold Brew,SKU006,2,200,400,Wallet
BILL00970,2024-01-18 10:10:00,Croissant,SKU009,1,120,120,Cash
BILL00971,2024-02-27 23:16:00,Caramel Macchiato,SKU004,4,220,880,Cash
BILL00972,2024-01-28 21:38:00,Espresso,SKU003,2,150,300,Card
BILL00973,2024-02-26 17:50:00,Iced Americano,SKU007,4,160,640,UPI
BILL00974,2024-02-05 07:51:00,Croissant,SKU009,2,120,240,UPI
BILL00975,2024-02-16 06:08:00,Espresso,SKU003,2,150,300,Wallet
BILL00976,2024-02-11 00:11:00,Iced Americano,SKU007,1,160,160,Cash
BILL00977,2024-02-21 13:21:00,Frappuccino,SKU008,1,250,250,Wallet
BILL00978,2024-03-26 21:52:00,Mocha,SKU005,2,210,420,Card
BILL00979,2024-01-26 18:42:00,Mocha,SKU005,4,210,840,Wallet
BILL00980,2024-01-19 15:16:00,Espresso,SKU003,4,150,600,UPI
BILL00981,2024-01-20 06:05:00,Cappuccino,SKU002,3,170,510,Cash
BILL00982,2024-03-04 07:51:00,Mocha,SKU005,1,210,210,Wallet
BILL00983,2024-01-26 10:38:00,Caramel Macchiato,SKU004,1,220,220,UPI
BILL00984,2024-01-23 18:23:00,Iced Americano,SKU007,4,160,640,Cash
BILL00985,2024-03-18 02:28:00,Espresso,SKU003,2,150,300,Cash
BILL00986,2024-01-26 04:35:00,Croissant,SKU009,4,120,480,Card
BILL00987,2024-01-10 23:46:00,Cappuccino,SKU002,3,170,510,Card
BILL00988,2024-02-28 00:04:00,Espresso,SKU003,2,150,300,Cash
BILL00989,2024-02-18 20:52:00,Cappuccino,SKU002,4,170,680,Card
BILL00990,2024-02-19 05:36:00,Iced Americano,SKU007,1,160,160,UPI
BILL00991,2024-02-20 04:04:00,Iced Americano,SKU007,4,160,640,Cash
BILL00992,2024-03-28 06:51:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00993,2024-01-14 07:46:00,Frappuccino,SKU008,1,250,250,Wallet
BILL00994,2024-01-03 05:15:00,Cappuccino,SKU002,4,170,680,Cash
BILL00995,2024-01-29 03:12:00,Cappuccino,SKU002,2,170,340,UPI
BILL00996,2024-01-01 17:50:00,Cold Brew,SKU006,1,200,200,Cash
BILL00997,2024-02-19 03:31:00,Cappuccino,SKU002,1,170,170,Wallet
BILL00998,2024-03-08 02:02:00,Frappuccino,SKU008,2,250,500,UPI
BILL00999,2024-03-28 16:44:00,Caffè Latte,SKU001,1,180,180,Wallet
BILL01000,2024-02-29 21:39:00,Cappuccino,SKU002,4,170,680,UPI